latitude,longitude,mag,latlon
33.916,100.988,4.7,"100.988,33.916"
26.616,100.1,5.1,"100.1,26.616"
28.539,96.54899999999999,4.6,"96.54899999999999,28.539"
31.906999999999996,99.931,5.6,"99.931,31.906999999999996"
30.0,102.736,4.8,"102.736,30.0"
27.759,99.70200000000001,4.8,"99.70200000000001,27.759"
27.283,102.85,4.5,"102.85,27.283"
31.328000000000003,103.96799999999999,5.1,"103.96799999999999,31.328000000000003"
30.91,101.09100000000001,4.7,"101.09100000000001,30.91"
29.721,103.009,4.6,"103.009,29.721"
27.379,101.09299999999999,4.8,"101.09299999999999,27.379"
25.945,98.667,4.8,"98.667,25.945"
26.529,96.92,4.7,"96.92,26.529"
30.648000000000003,103.249,4.8,"103.249,30.648000000000003"
26.38,97.08200000000001,4.9,"97.08200000000001,26.38"
30.927,101.098,6.8,"101.098,30.927"
26.108,99.855,4.6,"99.855,26.108"
27.189,97.023,4.9,"97.023,27.189"
25.936,99.975,4.6,"99.975,25.936"
28.019000000000002,100.98200000000001,4.6,"100.98200000000001,28.019000000000002"
27.799,101.256,5.3,"101.256,27.799"
26.066,98.53200000000001,4.5,"98.53200000000001,26.066"
29.802,104.039,4.7,"104.039,29.802"
27.089000000000002,97.036,5.5,"97.036,27.089000000000002"
30.537,99.51899999999999,4.8,"99.51899999999999,30.537"
25.831999999999997,99.12700000000001,4.8,"99.12700000000001,25.831999999999997"
